text,selected_text,sentiment
feel esp know u aint done wrong u,know u aint done wrong,positive
im home phone die thou,die,negative
believ spend lunch break insid desk,lunch,positive
problem send imag twitterberri mine want work,ne want work,negative
new design portfolio final onlin still need tweak detail ok,new design portfolio final onlin still need tweak detail ok,neutral
mind whistler actual whistl tune whistl noth drive crazi,e crazi,positive
world make sad,sad,negative
sure ill follow hun ohh thank subscrib youtub,h thank,positive
think plu everyon want see train could keep go obvious hope bounc back,hope,positive
mmm athlet,mmm athlet,neutral
miss everyon,miss,negative
play monopoli jr lil one cheat much fun person absolut idea,play monopoli jr lil one cheat much fun person absolut idea,neutral
im gon na fail test miser histori,fail,negative
never expect hear beasti boy star trek movi super great flick though pew peww phaser,super great flick though,positive
websit gave viru open window kept pop,websit gave viru,negative
sarci usual,sarci,negative
skip school way often rather proud actual,skip school way often rather proud actual,positive
lol like style alic tell got standard maintain lol nation cork girl go wild london week,like style alic,positive
guy use camera angl make look like peopl build,guy use camera angl make look like peopl build,neutral
love day school studyin quietli,love,positive
got paint hair,got paint hair,neutral
hello hope flu,e hope,positive
home bed super duper excit tomorrow,super duper excit,positive
haciendo mi primer app con thin rack crazi stuff,crazi,positive
feet realli hurt,hurt,negative
sooooo drop phone text tweet current bang face spike cover poison ivi infest wall,drop,negative
nobodi love twitter,nobodi love twitter,negative
_finn_ except drop break got ding side least screen,_finn_ except drop break got ding side least screen,neutral
enough today good night,good,positive
spent morn watch eddi izzard gloriou funni realli shud hav studi thou,funni,positive
lmao camp water shower well water smelt nasti,nasti,negative
switch someth els,switch someth els,neutral
got back mcfli concert ahh amaz love david archuleta,ahh amaz love david archuleta,positive
getttin readi,getttin readi,neutral
dont think vote anymor tri,dont think vote anymor,negative
bother celeb eh caus almost like talk,bother,negative
panic hehe fine email,panic hehe fine email,neutral
iiight thank,iiight thank,positive
constructivist learn theori anybodi oh wait alway wikipedia right,constructivist learn theori anybodi oh wait alway wikipedia right,neutral
epic weekend atleast year night cap _matth hour sleep day goodnight,epic,positive
ye lol,ye lol,neutral
breath ok,breath ok,neutral
hey babe follow love u da show,love,positive
inclin think stupid,stupid,negative
good morn ye,good morn ye,neutral
babi cardin fallen nest dont want get attack mom bird dont want dog get bird,babi cardin fallen nest dont want get attack mom bird dont want dog get bird,neutral
heard away miss look forward tweet return,miss,negative
kmf go smoothli far free stuff alway plu,kmf go smoothli far free stuff alway plu,positive
hope could drop vim vim macvim could share,hope,positive
oh mean abl get pwned shotti weekend,oh mean abl get pwned shotti weekend,neutral
realli offer servic web graphic design desktop publish thought mayb could help,realli offer servic web graphic design desktop publish thought mayb could help,neutral
sunni day go stoneheng parent,sunni day go stoneheng parent,neutral
rehears gon na miss game pleas keep updat go nugget,miss,negative
_west one day hub take one actual mission cruis want go music,_west one day hub take one actual mission cruis want go music,neutral
happi mother day allergi oh hope miller better day,oh hope miller better day,positive
that bummer got one yet wait year grrrrrrrrrrrrrrr,bummer,negative
superstar mean,superstar mean,neutral
watch hgtv lol wtf must love home decor,watch hgtv lol wtf must love home decor,neutral
bed eat chocol super parti yay play new camera could amaz photograph,bed eat chocol super parti yay play new camera could amaz photograph,neutral
yeah keep mid section,yeah keep mid section,neutral
everyth ok except instal crash end safari crash everi cmd q,everyth ok except instal crash end safari crash everi cmd q,neutral
omg book soo funni,omg book soo funni,positive
morn u back blighti bill hope u love time away,hope u love time away,positive
pass earli river sound amaz cozi bed cozi dog,ds amazin,positive
heyi watch simpson shezza paula,heyi watch simpson shezza paula,neutral
hi add shannen,hi add shannen,neutral
right im jealou wish gangsterrrr pant like grandma,im jealou,negative
hey twitter back onlin,hey twitter back onlin,neutral
lupo bit far methink luv hour way provid love provid,love provid,positive
happen day wear necklac made white spot chest,happen day wear necklac made white spot chest,neutral
never touch drop,never touch drop,neutral
colleg graduat,colleg graduat,neutral
ah hate happen race eras ms week go,hate,negative
crazi day today feel go way tomorrow enjoy coupl day though,crazi day today feel go way tomorrow enjoy coupl day though,neutral
pretti tire nice full day,pretti tire nice full day,positive
happi star war day im go make pasta get shower dress watch film like day day,like,positive
_suprnatur ok thanx much u send answer privat mail u like would sooo cool wish birmingham,thanx much,positive
gone tea bag call obbsess say thirsti,gone tea bag call obbsess say thirsti,neutral
_molecul sackiroth,_molecul sackiroth,neutral
perfect outsid work,perfect,positive
feel like today hope nice relax swim trick,feel like today hope,neutral
great found star war day may th hug ewok today,may th wit,positive
wah sad,wah sad,neutral
long day matine even show sad tomorrow last ever welsh colleg show,sad,negative
thank one hit patron sinc,thank one hit,positive
time tscc,time tscc,neutral
back athen great time budapest,great time,positive
whole earth festiv,whole earth festiv,neutral
check funni movi,check funni movi,positive
lost owm tryinh find matter,lost owm tryinh find matter,neutral
well us brit wait day thought gon na releas guess worth wait,worth,positive
happi mother dayi,happi,positive
got ticket go dad girlfriend see eric clapton steve winwood arc angel june th toyota center woo,woo,positive
beauti morn mountain,beauti,positive
broke bottl probabl focu work instead think songgoeswrong,broke bottl probabl focu work instead think songgoeswrong,neutral
whoa man great one went heaven second u know lah pl shhh lol sorri u,whoa man great one went heaven second u know lah pl shhh lol sorri u,neutral
car car hospit nxt day got ta go pick loaner car b bein without wheel day set back heavi,car car hospit nxt day got ta go pick loaner car b bein without wheel day set back heavi,neutral
ouuhh dont cri feel sad right,ouuhh dont cri feel sad right,negative
find via twitter,find via twitter,neutral
snotti nose poorli chest good,good,negative
john john switch mean pimp someon still pwn halo wast hahahaha anoth amaz night,anoth amaz night,positive
jon laker video blackberri,jon laker video blackberri,neutral
photo niceeee,photo niceeee,positive
g morn twitter world relax famili sunday methink,relax,positive
got mine wouldnt let call,got mine wouldnt let call,neutral
never answer,never answer,negative
sunni workin much progress let know,sunni workin much progress let know,neutral
bu nyc,bu nyc,neutral
gon na miss dont worri sure,gon na miss dont worri sure,neutral
home work today son sick,sick,negative
_n_booklif heard seem overreact,overreact,negative
chill day parti tomorrow,chill day parti tomorrow,neutral
ye readi go got ugh sooo pretti outsid,ugh sooo pretti outsid,positive
ryan stile still funniest man ever got great news great news tonight happi could burst,funniest,positive
bad work,bad,negative
explor site find cool stuff,explor site find cool stuff,positive
annoy,annoy,negative
_girl ooc sorri keep miss,sorri keep miss,negative
u brilliantli sweeti bless joy,bless jo,positive
back school work bach project,back school work bach project,neutral
least firmwar upgrad buy time get tax return realli,least firmwar upgrad buy time get tax return realli,neutral
weekend abouttttto suck,suck,negative
mind sam like kate like chri smarmi,like chri,negative
thank gifford lectur page,thank,positive
btw still believ awesom newjabbakidz perform u mask scream pc,awesom,positive
_chapman whuffaok night gillett stadium,_chapman whuffaok night gillett stadium,neutral
madli love row wish money,madli love,positive
babysit text keep compani,babysit text keep compani,neutral
miss u ceddi,miss,negative
happi mother day mother,happi mother day,positive
never seen x men film suppos good thought,suppos good,positive
_w thank,thank,positive
got copi yesterday although right dig scala read yet,read,negative
good think join later hyper hell though whee,whee,positive
found friend dad pass away yesterday,pass away,negative
wrap well lesson take photo famou mayb realli,wrap well lesson take photo famou mayb realli,neutral
twitter facebook myspac phone still,twitter facebook myspac phone still,neutral
want take photo storm misplac camera,want take photo storm misplac camera,neutral
inde nice week,inde nice week,positive
im home friday night good,good,positive
made look old pictur cat want kitti,made look old pictur cat want kitti,neutral
know bare believ almost thank review love,thank review,positive
well get call back oh well,well get call back oh well,neutral
